"","Col_3-OH10_000","Col_3-OH10_005","Col_3-OH10_010","Col_3-OH10_030","Col_3-OH10_090","Col_3-OH10_180","Col_3-OH10_0001","Col_3-OH10_0051","Col_3-OH10_0101","Col_3-OH10_0301","Col_3-OH10_0901","Col_3-OH10_1801","Col_3-OH10_0002","Col_3-OH10_0052","Col_3-OH10_0102","Col_3-OH10_0302","Col_3-OH10_0902","Col_3-OH10_1802","Col_3-OH10_0003","Col_3-OH10_0103","Col_3-OH10_0303","Col_3-OH10_0903","Col_3-OH10_1803"
"V3334",-0.47309789752237,-0.506465143753217,-0.505013665197245,-0.509129539213552,-0.458329826004044,-0.461068897236907,-0.501610391995129,-0.489268936192581,-0.483269599499517,-0.467984399387202,-0.446355443516899,-0.451561709655982,-0.503866831890374,-0.48096734497222,-0.51372538705213,-0.488284607863101,-0.439502729093103,-0.435487609154635,-0.519185667981258,-0.534365429191163,-0.574280444058332,-0.507051416857572,-0.485865145283923
"V3465",-0.666516984210701,-0.804277524845805,-0.831283950533843,-0.785222019872755,-0.598401123583101,-0.483036957745883,-0.720275308296156,-0.686025944336592,-0.68480407761499,-0.718750004919033,-0.523900149487332,-0.492535895236074,-0.831283950533843,-0.75808324871317,-0.825561046581929,-0.834211510829589,-0.557375871553886,-0.475221219083705,-0.780760654524176,-0.869722435125254,-0.931010940541848,-0.610653212676087,-0.498315310617661
"V22",-0.630668971065918,-0.760025150499517,-0.701518165498121,-0.689752598707534,-0.557375871553886,-0.532117173621449,-0.68359214734302,-0.686025944336592,-0.656158979011409,-0.676521619701919,-0.527753357769248,-0.551065096731093,-0.688500058411158,-0.622608895213862,-0.738089501289181,-0.70016509318963,-0.528110472638039,-0.54099309570796,-0.721815424857514,-0.756163405011374,-0.750532002768859,-0.587824317497707,-0.546759836542045
"V3486",-0.393417202462813,-0.466208003632781,-0.45619459160512,-0.422112652243273,-0.343064994482259,-0.353244818794578,-0.447790141019843,-0.436191501200579,-0.432590624676088,-0.459780758579563,-0.344344155260144,-0.396725540077295,-0.466599924096865,-0.423937574180841,-0.489268936192581,-0.461254358421053,-0.356386002849288,-0.361000829508486,-0.483269599499517,-0.503582084346563,-0.485865145283923,-0.393587982228441,-0.377824723738177
"V27",-0.486104481854535,-0.546338083245038,-0.544666505699332,-0.492535895236074,-0.440981362425423,-0.454624540626931,-0.508233881402148,-0.504725772751541,-0.481652429644801,-0.483502786398002,-0.427963883377801,-0.434511411867011,-0.529550655447101,-0.515620888107889,-0.532861541393044,-0.491266867572005,-0.423447151656113,-0.403872610741968,-0.548892265200587,-0.59145622416248,-0.561621038887297,-0.478495218101511,-0.453763578216721
"V3720",-0.445254924735531,-0.499675505444201,-0.503298113532658,-0.466993454195986,-0.402430556598854,-0.43590927733951,-0.457791444111088,-0.454624540626931,-0.442788290710199,-0.447790141019843,-0.415066559716548,-0.434650214571161,-0.485865145283923,-0.472888089415761,-0.50216992304254,-0.465041783810201,-0.418113950699364,-0.39619408131739,-0.510639422820444,-0.51530262356266,-0.496175738423338,-0.439943776495527,-0.439502729093103
"V3336",-0.593312570880947,-0.641921518182813,-0.656158979011409,-0.687257889605865,-0.572688668474286,-0.605748629480453,-0.655163471666512,-0.648385407415982,-0.630668971065918,-0.626578278677653,-0.58086520254289,-0.607131031833302,-0.666516984210701,-0.648385407415982,-0.682390014239145,-0.62497632242614,-0.567026292342555,-0.569054472492166,-0.726527186413168,-0.752388192566318,-0.761989550111355,-0.64650764868275,-0.641022288149539
"V41",-0.344344155260144,-0.369477092960052,-0.37196472396847,-0.398613542261015,-0.407541091544621,-0.442333164942215,-0.363740152904561,-0.350524721245233,-0.349416977924348,-0.340405717008661,-0.354772729860054,-0.340405717008661,-0.358359309333919,-0.370551431376919,-0.390568233493993,-0.34898812256263,-0.344701135870371,-0.345104900103848,-0.368355949716599,-0.37768487142843,-0.385158929583399,-0.376368763921281,-0.365148571853588
"V42",-0.307703788885077,-0.33049869789664,-0.330608195638078,-0.348279017685981,-0.365803074712161,-0.400919743466825,-0.327362758065129,-0.315346345196182,-0.321913134081055,-0.316756733862917,-0.322396515965354,-0.309564593430395,-0.330062456800191,-0.340279561765571,-0.340658710959478,-0.315725338352746,-0.310637132185819,-0.311535588807147,-0.34542053545707,-0.342977624529225,-0.34403326681904,-0.337884276706882,-0.322981235124727
"V46",-0.273613056060584,-0.302117907635944,-0.301952515648562,-0.31856338682217,-0.337398812933251,-0.367924408622289,-0.297008542888872,-0.290692490042517,-0.2872867800556,-0.288774781372156,-0.290339294340441,-0.281457520722308,-0.297226967202568,-0.301318611976741,-0.307291803398539,-0.28818651750511,-0.285274091535468,-0.286639061385027,-0.311453393269081,-0.316312719995883,-0.320483698259273,-0.31314553553454,-0.296185466007096
"V51",-0.257102415587966,-0.285454308693353,-0.271013369236975,-0.296899617912763,-0.296595640242226,-0.317533537973954,-0.26923347776883,-0.262952031547052,-0.260705142017226,-0.25323429319595,-0.262027977977049,-0.249621804908369,-0.270619284701549,-0.281457520722308,-0.280602748179575,-0.254746922090906,-0.252204851614067,-0.256389501788281,-0.2788323627048,-0.28186406229365,-0.283448692279654,-0.284327866957499,-0.26942548941481
"V52",-0.239137432395138,-0.263506407992605,-0.261907515727792,-0.28023779202501,-0.285925416438661,-0.310045029320074,-0.254483128636662,-0.251602379436421,-0.252967427751442,-0.246689500937775,-0.249573687297813,-0.242172489249553,-0.258296360659888,-0.268837773317746,-0.272893722375999,-0.245992016809841,-0.2455885665913,-0.247276216445307,-0.269247171589653,-0.272588147242024,-0.276396493892862,-0.268796993914236,-0.254283490177785
"V67",-0.412446702680532,-0.459415924777517,-0.438337072511315,-0.462940049063394,-0.479611243326633,-0.543019152357151,-0.443551947089533,-0.438337072511315,-0.434372825558698,-0.426305688062341,-0.426432129153907,-0.412124863142374,-0.440091273764289,-0.447950947289858,-0.474579354088522,-0.428092749456519,-0.423937574180841,-0.416070280090875,-0.446197412310765,-0.468784578389134,-0.464656186244312,-0.460147008964815,-0.433683118950969
"V68",-0.423569497180396,-0.466993454195986,-0.444631967236024,-0.498585916759856,-0.494599878627516,-0.552388755375356,-0.446039653910293,-0.449084545223164,-0.440981362425423,-0.411910984706938,-0.441729867399691,-0.412985847790926,-0.448921744172293,-0.464848790278461,-0.48096734497222,-0.420917123342695,-0.419620951096176,-0.421393345905663,-0.457612667132191,-0.457970562140812,-0.478940112950846,-0.471431989159869,-0.452740834530393
"V69",-0.433683118950969,-0.482573300647146,-0.488284607863101,-0.51403897253913,-0.529913666079553,-0.598401123583101,-0.46427214108548,-0.464463970310141,-0.445724952171598,-0.458871308900381,-0.462940049063394,-0.454797692110825,-0.486104481854535,-0.490013539598289,-0.492535895236074,-0.475436114705156,-0.456900946693167,-0.446831182421208,-0.51372538705213,-0.51403897253913,-0.514668926482613,-0.505882133306294,-0.476953743491093
"V103",-0.556913554382173,-0.586636881638619,-0.559715296333784,-0.613541450377308,-0.643737767177032,-0.701518165498121,-0.549756474312,-0.557375871553886,-0.546338083245038,-0.520845926245468,-0.544252420633186,-0.531377777191787,-0.583141498612764,-0.58143032825634,-0.596468787120541,-0.534365429191163,-0.534365429191163,-0.530277876521275,-0.6043809304551,-0.609941069041533,-0.618754677028033,-0.59583118520999,-0.573747515059745
"V111",-0.286016438396898,-0.312224638247857,-0.292835231087999,-0.313738426686039,-0.313823567887736,-0.349464787153564,-0.288603406569333,-0.282427630693181,-0.283536030683259,-0.277903069839395,-0.283170063997243,-0.275276252511584,-0.289157355077741,-0.29707398963509,-0.298800212454937,-0.284915270843669,-0.275657484639398,-0.274761740982684,-0.299250636139078,-0.30908771597655,-0.313596771533933,-0.304898912368192,-0.285472360159788
"V137",-0.284292450994415,-0.314136707455224,-0.299658809853264,-0.334092555343657,-0.321146946113084,-0.354157704163976,-0.307266142150686,-0.293285230890575,-0.293862761767637,-0.29332630379723,-0.300322070231523,-0.284186328531962,-0.301505770807888,-0.315404509196871,-0.316519552784442,-0.299749877709577,-0.29098838920425,-0.288299930535909,-0.320138909387856,-0.321210459205913,-0.324099854960432,-0.316047746751576,-0.303023393930753
"V144",-0.265999508486912,-0.294070342718921,-0.279694541099866,-0.304553757353049,-0.293593948279678,-0.346375943251396,-0.280903028925721,-0.268756243526617,-0.271509793514827,-0.264216533962719,-0.267533746567073,-0.256948085947275,-0.278142001887298,-0.295161171193474,-0.293821329384102,-0.268229111840361,-0.260165974867227,-0.266180928314302,-0.284861632195416,-0.291704447920269,-0.292550574667716,-0.285852697820988,-0.269096719134555
"V150",-0.457970562140812,-0.513100974980602,-0.498857235964596,-0.54099309570796,-0.520178754216625,-0.5997059168074,-0.467190826543552,-0.470201085242253,-0.466796487207,-0.451897074025901,-0.452402408293869,-0.457612667132191,-0.478717414338259,-0.503014915702744,-0.523213964469443,-0.480286968598019,-0.458150022382776,-0.463698959870412,-0.492026377906471,-0.504438672281538,-0.501889780200842,-0.500500314000113,-0.46959146207264
"V157",-0.30906132615918,-0.332873556398115,-0.327223603854691,-0.339402785271086,-0.338454964748101,-0.367801563732227,-0.317925406082642,-0.319053640241818,-0.312502321484654,-0.319858136884274,-0.321020101665616,-0.313823567887736,-0.326052227508829,-0.333900657058655,-0.344970056425647,-0.320107653645978,-0.31314553553454,-0.321337667656201,-0.333556582584724,-0.338989106718213,-0.342412343366443,-0.335255299833869,-0.325203724741024
"V37",-0.500500314000113,-0.552833369095918,-0.545082104666679,-0.580302673650564,-0.640128898281499,-0.691015661495401,-0.55924365585401,-0.516260274192699,-0.496440757605557,-0.529188837662414,-0.542204367648412,-0.503298113532658,-0.537047128776021,-0.538216425502834,-0.544252420633186,-0.517875642837109,-0.501610391995129,-0.497776224280348,-0.565527508956094,-0.547608044549704,-0.58086520254289,-0.571639051204015,-0.539794692068041
"V40",-0.314969534667782,-0.359778375662784,-0.347158873063269,-0.356808182424804,-0.386633533182052,-0.419620951096176,-0.341337857441285,-0.321305842727554,-0.324800214502957,-0.320641014699686,-0.329198269387444,-0.316697358233479,-0.335607976112762,-0.346421760530373,-0.351946181876182,-0.327852064317515,-0.318655032587338,-0.314796351959752,-0.342542391047079,-0.336676918493233,-0.359065423175024,-0.348326073473613,-0.327746914779313
"V50",-0.278590619504512,-0.308014526585776,-0.303023393930753,-0.309671047745249,-0.345014975842338,-0.411060867592114,-0.296250050311358,-0.288527395080858,-0.28752914091942,-0.286326945962173,-0.289080647325963,-0.280953223824424,-0.298867569396033,-0.302855615315616,-0.30698454587852,-0.285925416438661,-0.277823640979915,-0.28291002517501,-0.311672813690122,-0.309299225272351,-0.321210459205913,-0.315462724940303,-0.296682339270317
"V53",-0.287435810202583,-0.317653864621778,-0.309484868040387,-0.328239015156382,-0.338006173859591,-0.37740592415673,-0.305171426977004,-0.300945956770019,-0.300069661807586,-0.288394603755279,-0.295500723008622,-0.282153719293545,-0.300437137965221,-0.307936700787506,-0.314594884015707,-0.288394603755279,-0.282996578998574,-0.284398761732609,-0.305619893858543,-0.312169243937283,-0.322623298647983,-0.31979590422629,-0.299613325543224
"V54",-0.306805991935933,-0.341722783918063,-0.3351381398887,-0.343327755215775,-0.358630089833989,-0.391395693928534,-0.328062854418491,-0.313851973032087,-0.314825183888,-0.31368172764643,-0.322948616074284,-0.310502085525778,-0.326842400458388,-0.330791083255193,-0.332047872251892,-0.315346345196182,-0.308561967649818,-0.305146604598347,-0.331787227128465,-0.341637062317685,-0.345240000557408,-0.345601530537288,-0.326394644256717
"V55",-0.294781391561658,-0.311645345439753,-0.316135952260029,-0.337843691724218,-0.374268617710099,-0.428092749456519,-0.304406406178775,-0.30343271946651,-0.301646506062199,-0.290594174848677,-0.300000999133199,-0.293738548149729,-0.310583079621711,-0.316253744469285,-0.321274033018432,-0.293305763914767,-0.297292644405656,-0.300230167764778,-0.323210015323873,-0.330901051493128,-0.326566506805223,-0.331342703483966,-0.316905408155333
"V56",-0.449902897460664,-0.477831623594891,-0.472888089415761,-0.506757870454286,-0.546338083245038,-0.615750369860472,-0.45393513487306,-0.444322079167816,-0.441880315095622,-0.442484619643917,-0.456900946693167,-0.430710646941808,-0.477172478764024,-0.472888089415761,-0.482111797182877,-0.461440183728663,-0.449084545223164,-0.462374816990045,-0.489516527486302,-0.486584877472513,-0.488040021961366,-0.488529789647074,-0.466403763393573
"V57",-0.466993454195986,-0.504152359936002,-0.514353484066191,-0.526336421202952,-0.605062959184762,-0.711337325429495,-0.490763671779651,-0.480286968598019,-0.474579354088522,-0.475436114705156,-0.49279161554246,-0.462374816990045,-0.498857235964596,-0.501331754830572,-0.520511825055515,-0.478717414338259,-0.471225748217734,-0.456547102992861,-0.504152359936002,-0.52185446862318,-0.51820165573556,-0.538216425502834,-0.494339582519485
"V59",-0.311207431187786,-0.337722078630568,-0.326566506805223,-0.35696712995216,-0.374737846014102,-0.403872610741968,-0.330535177619039,-0.311563010527915,-0.309697688842457,-0.304283874347119,-0.319951595614002,-0.297600058151825,-0.324465798044714,-0.335333516980387,-0.33049869789664,-0.311755288406342,-0.304627561397591,-0.300276102166615,-0.323210015323873,-0.32887700963873,-0.342239319125237,-0.333862341499362,-0.31192055349395
"V61",-0.303071412592783,-0.325304981949005,-0.316077135404643,-0.345556238509159,-0.370170510905645,-0.405537990838763,-0.310421192923959,-0.297095820539964,-0.301458928890238,-0.294091139327891,-0.30275994145909,-0.284416498536434,-0.311563010527915,-0.322850854364647,-0.321083493634666,-0.296834354472806,-0.290339294340441,-0.294613347273435,-0.315317282573244,-0.312865094533119,-0.325372571556782,-0.317383438314675,-0.301834643679044
"V65",-0.30906132615918,-0.339402785271086,-0.325170006197551,-0.335962460031537,-0.378598465967416,-0.415066559716548,-0.327746914779313,-0.314940638992544,-0.30804048952959,-0.30817046218064,-0.31847186810858,-0.313286210919557,-0.324532548174979,-0.330791083255193,-0.342325778106538,-0.314566153552246,-0.31505629841564,-0.317683980673254,-0.326052227508829,-0.330717869386948,-0.345646851459639,-0.339154284177656,-0.323177284462634
"V70",-0.267907121773768,-0.295288284766803,-0.285238112860555,-0.287045387126918,-0.317533537973954,-0.357820724363124,-0.280039668763408,-0.272922908982797,-0.273775771489005,-0.274251731647946,-0.275169952069402,-0.26653245314432,-0.280986710692303,-0.284150996111662,-0.289349549105959,-0.272849970002414,-0.272039268180175,-0.267176005430824,-0.298308469385397,-0.2940079949674,-0.306501055793406,-0.301248570700871,-0.283448692279654
"V78",-0.316312719995883,-0.347437266615864,-0.3318244014521,-0.341637062317685,-0.368170700932292,-0.395578424163328,-0.328239015156382,-0.315433610595515,-0.310502085525778,-0.319733729981286,-0.322916012940189,-0.308352867519289,-0.328274302309577,-0.32955701459951,-0.334169464622747,-0.321115212303642,-0.312949099865634,-0.309857767220175,-0.331675825147319,-0.332421951182338,-0.351995700703789,-0.339154284177656,-0.315783840183852
"V82",-0.431243709709739,-0.475436114705156,-0.463889637238369,-0.469794242346365,-0.541799165497513,-0.602356358830826,-0.442940508597359,-0.425801750500627,-0.435627943704163,-0.438192423859099,-0.442484619643917,-0.429917053958776,-0.456547102992861,-0.45393513487306,-0.448273407590335,-0.449574683491853,-0.433545818448803,-0.419154427452975,-0.475867327950008,-0.459780758579563,-0.480740032548274,-0.483036957745883,-0.453763578216721
"V83",-0.27542844686546,-0.29931848045258,-0.289195745296112,-0.294111942956617,-0.333252176928105,-0.388136174185173,-0.292631770463362,-0.278253836330306,-0.278397936279073,-0.275215485696002,-0.281491293218365,-0.270745660976983,-0.291365264009945,-0.292146200013347,-0.293059819078928,-0.279547243578033,-0.276350031387081,-0.278126042867675,-0.294823474189833,-0.294781391561658,-0.307703788885077,-0.299727098327269,-0.284098036529445
"V85",-0.280986710692303,-0.313033213913883,-0.298464513243947,-0.308300698765286,-0.326842400458388,-0.378175465605355,-0.296812615221228,-0.285671284737033,-0.289426597166029,-0.274192023204167,-0.279629030220401,-0.273864717768275,-0.291226144902815,-0.305345455394358,-0.310448145861724,-0.283413792615533,-0.276442993289901,-0.277302085170821,-0.300969183116368,-0.300046765891457,-0.314451357971825,-0.305146604598347,-0.281305781558822
"V86",-0.481195180532108,-0.554177554991083,-0.531746857656382,-0.538608917598907,-0.585460723466241,-0.692289400901947,-0.520178754216625,-0.494599878627516,-0.49591140323851,-0.505013665197245,-0.511555817891128,-0.501610391995129,-0.524590690066247,-0.532488732406511,-0.548892265200587,-0.507051416857572,-0.501889780200842,-0.485150551425649,-0.546759836542045,-0.52185446862318,-0.546338083245038,-0.545082104666679,-0.520178754216625
"V102",-0.308248572396971,-0.331121520637766,-0.323242762214926,-0.330681291882594,-0.372943605607442,-0.38632079213281,-0.319764809808391,-0.306450374389595,-0.300691032038555,-0.300598588071083,-0.304973118750238,-0.293759233027398,-0.317834767840478,-0.315608491223562,-0.317895179479869,-0.302236310962281,-0.294634327811426,-0.291345370461958,-0.318258816738806,-0.318961440195789,-0.336041481410174,-0.331861595973825,-0.305395265360438
"V106",-0.297908997532869,-0.331158334769791,-0.308982221638751,-0.335725935741751,-0.360553957027818,-0.429391942859995,-0.298845109011791,-0.296185466007096,-0.298509168973541,-0.292591159137024,-0.295034318450315,-0.288698555040401,-0.309804363554133,-0.319982777838685,-0.316845898059837,-0.296465818338037,-0.292348054044926,-0.293593948279678,-0.317683980673254,-0.327746914779313,-0.326497709242124,-0.320107653645978,-0.304602950516143
"V114",-0.306653341859547,-0.337036927462683,-0.315989008941005,-0.3334803547276,-0.349464787153564,-0.387026207789755,-0.319053640241818,-0.304824792537158,-0.305945762474391,-0.294278625217463,-0.309697688842457,-0.2935114720529,-0.310989580659245,-0.327572027679144,-0.326738808165344,-0.300737305106142,-0.297600058151825,-0.301365349521804,-0.315696107019697,-0.316047746751576,-0.329773173355731,-0.324265945217441,-0.307266142150686
"V180",-0.58842232405815,-0.678841045879558,-0.626578278677653,-0.780760654524176,-0.956039770281915,-1.07766825235772,-0.633184347112958,-0.615750369860472,-0.644654923099619,-0.581998071897128,-0.593937511072989,-0.55924365585401,-0.692289400901947,-0.688500058411158,-0.692289400901947,-0.605062959184762,-0.58842232405815,-0.617997143457397,-0.659188177931409,-0.66021243302455,-0.697494321476989,-0.726527186413168,-0.595196790607862
"V186",-0.349130789610255,-0.369289076593008,-0.352993265158045,-0.347158873063269,-0.396017700678678,-0.427835206784184,-0.355444924436669,-0.345330210617131,-0.334710246113166,-0.333671083007397,-0.334207951484479,-0.331490557289675,-0.347763437136928,-0.337884276706882,-0.354464566912058,-0.340870238925051,-0.334594006788188,-0.331787227128465,-0.364382381630223,-0.350865274925264,-0.371770448099421,-0.367312178873426,-0.354464566912058
"V123",-0.418344076487404,-0.439063833607496,-0.439649504862334,-0.490763671779651,-0.500776719367321,-0.550627233469325,-0.428739939691724,-0.444322079167816,-0.445098785665935,-0.421393345905663,-0.440239012942604,-0.423569497180396,-0.442333164942215,-0.450067443761883,-0.469187175906003,-0.424430787678062,-0.421992350378583,-0.424430787678062,-0.476083649298805,-0.469187175906003,-0.463889637238369,-0.477611416867196,-0.450894605969275
"V131",-0.29507657377717,-0.327746914779313,-0.3223318622322,-0.340195584333476,-0.336081025944661,-0.353497248329626,-0.31430814685574,-0.306197569391928,-0.304283874347119,-0.304308361789659,-0.309008578998364,-0.290222015520826,-0.319361905625426,-0.327676905704671,-0.32680785203278,-0.307497464704597,-0.303071412592783,-0.293100741607437,-0.32207387225919,-0.331342703483966,-0.340237560461461,-0.328274302309577,-0.31192055349395
"V231",-0.357606392134105,-0.412339286168128,-0.397350011107695,-0.451394482062818,-0.429391942859995,-0.458150022382776,-0.40563700601801,-0.380603566024305,-0.383485303187926,-0.365803074712161,-0.386633533182052,-0.36362397611145,-0.393076727606315,-0.412877742710267,-0.41396507194542,-0.375413192362989,-0.368232399969385,-0.370043961676425,-0.394274749286342,-0.414184226288783,-0.417199598737029,-0.409697527439756,-0.394967420834008
"V63",-0.38950520406241,-0.434511411867011,-0.421872216059101,-0.462562854051945,-0.480286968598019,-0.533987544320358,-0.418690430609716,-0.402335312000939,-0.396282415965936,-0.389586473959121,-0.410533879795984,-0.382290166456994,-0.415288585490681,-0.438918010078965,-0.448435063396158,-0.390898190028799,-0.383711435467998,-0.390815572997808,-0.416407505405857,-0.416859227878702,-0.422233122072158,-0.425300713245043,-0.396017700678678
"V66",-0.450397419673487,-0.526336421202952,-0.497776224280348,-0.555994384831359,-0.637483117179609,-0.67199001308693,-0.481881847521695,-0.455493530184362,-0.458329826004044,-0.440239012942604,-0.470814579617862,-0.440386994740268,-0.479387025405034,-0.50559184155557,-0.493304993802617,-0.466599924096865,-0.455668303126853,-0.454624540626931,-0.492026377906471,-0.49591140323851,-0.510032875269667,-0.498585916759856,-0.480513241129632
"V77",-0.365803074712161,-0.396017700678678,-0.392147799090413,-0.409697527439756,-0.417085990685234,-0.456370681319245,-0.375821269796701,-0.357286063891808,-0.362988223640861,-0.362815775261444,-0.365089354476938,-0.352293528286074,-0.37768487142843,-0.379308641235896,-0.378034977866283,-0.370424245114665,-0.360387073875931,-0.357126423320297,-0.385544317732634,-0.391063680838648,-0.410955205045233,-0.392484348050691,-0.364382381630223
"V110",-0.255847303741019,-0.282927325901895,-0.271438613728235,-0.284825899708101,-0.294697312243713,-0.346056045529156,-0.269356840021365,-0.261059595291562,-0.264758213071458,-0.25817242602531,-0.259631965507155,-0.253100697585728,-0.267268537844292,-0.278896995277738,-0.28273729321681,-0.256684519102426,-0.251572430149282,-0.257545744312021,-0.276800720035506,-0.26942548941481,-0.278189904923042,-0.271438613728235,-0.25376157306178
"V116",-0.297688170266619,-0.332647382216137,-0.317114118863632,-0.327537104425932,-0.341508675615057,-0.369163991604437,-0.315027364369039,-0.301552647610838,-0.304750759073458,-0.296142447148225,-0.307858969376651,-0.297052166394884,-0.315346345196182,-0.320201465108,-0.331675825147319,-0.301928923609187,-0.295927799567382,-0.291405070530275,-0.312585858655232,-0.314940638992544,-0.330098703770617,-0.319145969064849,-0.29952245594063
"V47",-0.313766794724513,-0.345194938487645,-0.340827882261157,-0.372877954408772,-0.39114655493677,-0.409075700592971,-0.337479488546629,-0.320232765111555,-0.321528937580555,-0.318319618388053,-0.333785774306077,-0.307884869372313,-0.345692201309614,-0.356914109083354,-0.349178408441517,-0.323079187915419,-0.324199459731757,-0.322461232414706,-0.341637062317685,-0.351748445315307,-0.353497248329626,-0.353902971279772,-0.332798082157845
"V49",-0.265126481697588,-0.279924402359965,-0.277113570885711,-0.303796100911784,-0.308144446566926,-0.326497709242124,-0.275764676957513,-0.264003805563131,-0.265356272342166,-0.258397967940434,-0.262817343383527,-0.2527018596001,-0.272168796064955,-0.278078191755643,-0.278269830034495,-0.260411471053125,-0.25376157306178,-0.256959095220238,-0.278783934711383,-0.278961698740803,-0.285743784355214,-0.282239181395384,-0.262634195786731
